region,zone,woreda,year,period,confirmed,presumed
SNNP,Bench Maji,Sheka,2019,2019-02-01,NA,69
SNNP,Bench Maji,Sheka,2019,2019-03-01,22,108
SNNP,Bench Maji,Sheka,2019,2019-04-01,NA,135
SNNP,Bench Maji,Sheka,2019,2019-05-01,14,62
SNNP,Bench Maji,Sheka,2019,2019-06-01,NA,NA
SNNP,Bench Maji,Sheka,2019,2019-07-01,NA,271
SNNP,Bench Maji,Sheka,2019,2019-08-01,NA,NA
SNNP,Bench Maji,Sheka,2019,2019-09-01,25,116
SNNP,Bench Maji,Sheka,2019,2019-10-01,20,75
SNNP,Bench Maji,Sheka,2019,2019-11-01,22,83
SNNP,Bench Maji,Sheka,2019,2019-12-01,NA,17
SNNP,Bench Maji,Sheka,2020,2020-01-01,10,107
SNNP,Bench Maji,Sheka,2020,2020-02-01,10,66
SNNP,Bench Maji,Sheka,2020,2020-03-01,21,66
SNNP,Bench Maji,Sheka,2020,2020-04-01,NA,67
SNNP,Bench Maji,Sheka,2020,2020-05-01,3,4
SNNP,Bench Maji,Sheka,2020,2020-06-01,25,113
SNNP,Bench Maji,Sheka,2020,2020-07-01,19,51
SNNP,Bench Maji,Sheka,2020,2020-08-01,3,101
SNNP,Bench Maji,Sheka,2020,2020-09-01,15,67
SNNP,Bench Maji,Sheka,2020,2020-10-01,12,13
SNNP,Bench Maji,Sheka,2020,2020-11-01,23,88
SNNP,Bench Maji,Sheka,2020,2020-12-01,7,62
SNNP,Bench Maji,Sheka,2021,2021-01-01,11,47
SNNP,Bench Maji,Sheka,2021,2021-02-01,34,95
SNNP,Bench Maji,Sheka,2021,2021-03-01,30,50
SNNP,Bench Maji,Sheka,2021,2021-04-01,21,94
SNNP,Bench Maji,Sheka,2021,2021-05-01,23,109
SNNP,Bench Maji,Sheka,2021,2021-06-01,35,108
SNNP,Bench Maji,Sheka,2021,2021-07-01,3,149
SNNP,Bench Maji,Sheka,2021,2021-08-01,34,190
SNNP,Bench Maji,Sheka,2021,2021-09-01,NA,219
SNNP,Bench Maji,Sheka,2021,2021-10-01,30,53
SNNP,Bench Maji,Sheka,2021,2021-11-01,72,45
SNNP,Bench Maji,Sheka,2021,2021-12-01,5,79
Harari,Harari,Shenkor,2018,2018-01-01,NA,NA
Harari,Harari,Shenkor,2018,2018-02-01,NA,NA
Harari,Harari,Shenkor,2018,2018-03-01,NA,NA
Harari,Harari,Shenkor,2018,2018-04-01,NA,NA
Harari,Harari,Shenkor,2018,2018-05-01,NA,NA
Harari,Harari,Shenkor,2018,2018-06-01,NA,NA
Harari,Harari,Shenkor,2018,2018-07-01,1,1
Harari,Harari,Shenkor,2018,2018-08-01,1,1
Harari,Harari,Shenkor,2018,2018-09-01,NA,4
Harari,Harari,Shenkor,2018,2018-10-01,NA,2
Harari,Harari,Shenkor,2018,2018-11-01,NA,NA
Harari,Harari,Shenkor,2018,2018-12-01,NA,NA
Harari,Harari,Shenkor,2019,2019-01-01,2,1
Harari,Harari,Shenkor,2019,2019-02-01,NA,NA
Harari,Harari,Shenkor,2019,2019-03-01,NA,NA
Harari,Harari,Shenkor,2019,2019-04-01,NA,NA
Harari,Harari,Shenkor,2019,2019-05-01,NA,NA
Harari,Harari,Shenkor,2019,2019-06-01,NA,NA
Harari,Harari,Shenkor,2019,2019-07-01,NA,NA
Harari,Harari,Shenkor,2019,2019-08-01,NA,1
Harari,Harari,Shenkor,2019,2019-09-01,NA,NA
Harari,Harari,Shenkor,2019,2019-10-01,NA,NA
Harari,Harari,Shenkor,2019,2019-11-01,NA,NA
Harari,Harari,Shenkor,2019,2019-12-01,NA,NA
Harari,Harari,Shenkor,2020,2020-01-01,NA,NA
Harari,Harari,Shenkor,2020,2020-02-01,NA,NA
Harari,Harari,Shenkor,2020,2020-03-01,NA,NA
Harari,Harari,Shenkor,2020,2020-04-01,NA,NA
Harari,Harari,Shenkor,2020,2020-05-01,NA,NA
Harari,Harari,Shenkor,2020,2020-06-01,NA,NA
Harari,Harari,Shenkor,2020,2020-07-01,NA,NA
Harari,Harari,Shenkor,2020,2020-08-01,NA,NA
Harari,Harari,Shenkor,2020,2020-09-01,NA,NA
Harari,Harari,Shenkor,2020,2020-10-01,NA,NA
Harari,Harari,Shenkor,2020,2020-11-01,NA,NA
Harari,Harari,Shenkor,2020,2020-12-01,NA,NA
Harari,Harari,Shenkor,2021,2021-01-01,NA,NA
Harari,Harari,Shenkor,2021,2021-02-01,NA,NA
Harari,Harari,Shenkor,2021,2021-03-01,NA,NA
Harari,Harari,Shenkor,2021,2021-04-01,NA,NA
Harari,Harari,Shenkor,2021,2021-05-01,NA,NA
Harari,Harari,Shenkor,2021,2021-06-01,NA,NA
Harari,Harari,Shenkor,2021,2021-07-01,2,NA
Harari,Harari,Shenkor,2021,2021-08-01,NA,NA
Harari,Harari,Shenkor,2021,2021-09-01,NA,NA
Harari,Harari,Shenkor,2021,2021-10-01,NA,NA
Harari,Harari,Shenkor,2021,2021-11-01,NA,NA
Harari,Harari,Shenkor,2021,2021-12-01,NA,NA
Tigray,North Western,Sheraro Town,2018,2018-01-01,NA,NA
Tigray,North Western,Sheraro Town,2018,2018-02-01,NA,NA
Tigray,North Western,Sheraro Town,2018,2018-03-01,NA,NA
Tigray,North Western,Sheraro Town,2018,2018-04-01,NA,NA
Tigray,North Western,Sheraro Town,2018,2018-05-01,NA,NA
Tigray,North Western,Sheraro Town,2018,2018-06-01,NA,NA
Tigray,North Western,Sheraro Town,2018,2018-07-01,63,NA
Tigray,North Western,Sheraro Town,2018,2018-08-01,92,NA
Tigray,North Western,Sheraro Town,2018,2018-09-01,163,NA
Tigray,North Western,Sheraro Town,2018,2018-10-01,167,NA
Tigray,North Western,Sheraro Town,2018,2018-11-01,201,98
Tigray,North Western,Sheraro Town,2018,2018-12-01,168,NA
Tigray,North Western,Sheraro Town,2019,2019-01-01,200,11
Tigray,North Western,Sheraro Town,2019,2019-02-01,73,NA
Tigray,North Western,Sheraro Town,2019,2019-03-01,55,NA
Tigray,North Western,Sheraro Town,2019,2019-04-01,37,NA
Tigray,North Western,Sheraro Town,2019,2019-05-01,28,3
Tigray,North Western,Sheraro Town,2019,2019-06-01,27,NA
Tigray,North Western,Sheraro Town,2019,2019-07-01,84,NA
Tigray,North Western,Sheraro Town,2019,2019-08-01,86,NA
Tigray,North Western,Sheraro Town,2019,2019-09-01,161,NA
Tigray,North Western,Sheraro Town,2019,2019-10-01,267,NA
Tigray,North Western,Sheraro Town,2019,2019-11-01,346,NA
Tigray,North Western,Sheraro Town,2019,2019-12-01,219,NA
Tigray,North Western,Sheraro Town,2020,2020-01-01,170,NA
Tigray,North Western,Sheraro Town,2020,2020-02-01,104,12
Tigray,North Western,Sheraro Town,2020,2020-03-01,129,NA
Tigray,North Western,Sheraro Town,2020,2020-04-01,30,NA
Tigray,North Western,Sheraro Town,2020,2020-05-01,33,NA
Tigray,North Western,Sheraro Town,2020,2020-06-01,22,NA
Tigray,North Western,Sheraro Town,2020,2020-07-01,38,NA
Tigray,North Western,Sheraro Town,2020,2020-08-01,73,NA
Tigray,North Western,Sheraro Town,2020,2020-09-01,NA,NA
Tigray,North Western,Sheraro Town,2020,2020-10-01,NA,NA
Tigray,North Western,Sheraro Town,2020,2020-11-01,NA,NA
Tigray,North Western,Sheraro Town,2020,2020-12-01,NA,NA
Tigray,North Western,Sheraro Town,2021,2021-01-01,NA,NA
Tigray,North Western,Sheraro Town,2021,2021-02-01,NA,NA
Tigray,North Western,Sheraro Town,2021,2021-03-01,NA,NA
Tigray,North Western,Sheraro Town,2021,2021-04-01,NA,NA
Tigray,North Western,Sheraro Town,2021,2021-05-01,NA,NA
Tigray,North Western,Sheraro Town,2021,2021-06-01,NA,NA
Tigray,North Western,Sheraro Town,2021,2021-07-01,NA,NA
Tigray,North Western,Sheraro Town,2021,2021-08-01,NA,NA
Tigray,North Western,Sheraro Town,2021,2021-09-01,NA,NA
Tigray,North Western,Sheraro Town,2021,2021-10-01,NA,NA
Tigray,North Western,Sheraro Town,2021,2021-11-01,NA,NA
Tigray,North Western,Sheraro Town,2021,2021-12-01,NA,NA
Benishangul Gumz,Asosa,Sherkole,2018,2018-01-01,447,NA
Benishangul Gumz,Asosa,Sherkole,2018,2018-02-01,363,NA
Benishangul Gumz,Asosa,Sherkole,2018,2018-03-01,21,NA
Benishangul Gumz,Asosa,Sherkole,2018,2018-04-01,12,NA
Benishangul Gumz,Asosa,Sherkole,2018,2018-05-01,55,NA
Benishangul Gumz,Asosa,Sherkole,2018,2018-06-01,163,NA
Benishangul Gumz,Asosa,Sherkole,2018,2018-07-01,61,NA
Benishangul Gumz,Asosa,Sherkole,2018,2018-08-01,216,NA
Benishangul Gumz,Asosa,Sherkole,2018,2018-09-01,195,NA
Benishangul Gumz,Asosa,Sherkole,2018,2018-10-01,856,3
Benishangul Gumz,Asosa,Sherkole,2018,2018-11-01,400,NA
Benishangul Gumz,Asosa,Sherkole,2018,2018-12-01,577,NA
Benishangul Gumz,Asosa,Sherkole,2019,2019-01-01,419,NA
Benishangul Gumz,Asosa,Sherkole,2019,2019-02-01,132,NA
Benishangul Gumz,Asosa,Sherkole,2019,2019-03-01,99,NA
Benishangul Gumz,Asosa,Sherkole,2019,2019-04-01,34,NA
Benishangul Gumz,Asosa,Sherkole,2019,2019-05-01,128,NA
Benishangul Gumz,Asosa,Sherkole,2019,2019-06-01,871,NA
Benishangul Gumz,Asosa,Sherkole,2019,2019-07-01,1293,NA
Benishangul Gumz,Asosa,Sherkole,2019,2019-08-01,602,6
Benishangul Gumz,Asosa,Sherkole,2019,2019-09-01,1406,NA
Benishangul Gumz,Asosa,Sherkole,2019,2019-10-01,1120,317
Benishangul Gumz,Asosa,Sherkole,2019,2019-11-01,1034,274
Benishangul Gumz,Asosa,Sherkole,2019,2019-12-01,571,321
Benishangul Gumz,Asosa,Sherkole,2020,2020-01-01,470,10
Benishangul Gumz,Asosa,Sherkole,2020,2020-02-01,321,12
Benishangul Gumz,Asosa,Sherkole,2020,2020-03-01,341,NA
Benishangul Gumz,Asosa,Sherkole,2020,2020-04-01,128,NA
Benishangul Gumz,Asosa,Sherkole,2020,2020-05-01,266,2
Benishangul Gumz,Asosa,Sherkole,2020,2020-06-01,2460,35
Benishangul Gumz,Asosa,Sherkole,2020,2020-07-01,2957,106
Benishangul Gumz,Asosa,Sherkole,2020,2020-08-01,764,74
Benishangul Gumz,Asosa,Sherkole,2020,2020-09-01,598,59
Benishangul Gumz,Asosa,Sherkole,2020,2020-10-01,658,35
Benishangul Gumz,Asosa,Sherkole,2020,2020-11-01,612,15
Benishangul Gumz,Asosa,Sherkole,2020,2020-12-01,280,NA
Benishangul Gumz,Asosa,Sherkole,2021,2021-01-01,382,17
Benishangul Gumz,Asosa,Sherkole,2021,2021-02-01,412,7
Benishangul Gumz,Asosa,Sherkole,2021,2021-03-01,232,NA
Benishangul Gumz,Asosa,Sherkole,2021,2021-04-01,157,2
Benishangul Gumz,Asosa,Sherkole,2021,2021-05-01,524,4
Benishangul Gumz,Asosa,Sherkole,2021,2021-06-01,605,140
Benishangul Gumz,Asosa,Sherkole,2021,2021-07-01,1246,230
Benishangul Gumz,Asosa,Sherkole,2021,2021-08-01,930,NA
Benishangul Gumz,Asosa,Sherkole,2021,2021-09-01,NA,NA
Benishangul Gumz,Asosa,Sherkole,2021,2021-10-01,1592,NA
Benishangul Gumz,Asosa,Sherkole,2021,2021-11-01,1837,10
Benishangul Gumz,Asosa,Sherkole,2021,2021-12-01,849,NA
SNNP,Bench Maji,Shewa Bench,2018,2018-01-01,27,NA
SNNP,Bench Maji,Shewa Bench,2018,2018-02-01,25,NA
SNNP,Bench Maji,Shewa Bench,2018,2018-03-01,34,NA
SNNP,Bench Maji,Shewa Bench,2018,2018-04-01,22,NA
SNNP,Bench Maji,Shewa Bench,2018,2018-05-01,31,NA
SNNP,Bench Maji,Shewa Bench,2018,2018-06-01,54,NA
SNNP,Bench Maji,Shewa Bench,2018,2018-07-01,100,NA
SNNP,Bench Maji,Shewa Bench,2018,2018-08-01,87,NA
SNNP,Bench Maji,Shewa Bench,2018,2018-09-01,53,NA
SNNP,Bench Maji,Shewa Bench,2018,2018-10-01,13,2
SNNP,Bench Maji,Shewa Bench,2018,2018-11-01,60,NA
SNNP,Bench Maji,Shewa Bench,2018,2018-12-01,37,NA
SNNP,Bench Maji,Shewa Bench,2019,2019-01-01,30,11
SNNP,Bench Maji,Shewa Bench,2019,2019-02-01,50,14
SNNP,Bench Maji,Shewa Bench,2019,2019-03-01,62,1
SNNP,Bench Maji,Shewa Bench,2019,2019-04-01,90,NA
SNNP,Bench Maji,Shewa Bench,2019,2019-05-01,118,NA
SNNP,Bench Maji,Shewa Bench,2019,2019-06-01,117,NA
SNNP,Bench Maji,Shewa Bench,2019,2019-07-01,197,74
SNNP,Bench Maji,Shewa Bench,2019,2019-08-01,246,19
SNNP,Bench Maji,Shewa Bench,2019,2019-09-01,216,NA
SNNP,Bench Maji,Shewa Bench,2019,2019-10-01,97,NA
SNNP,Bench Maji,Shewa Bench,2019,2019-11-01,44,34
SNNP,Bench Maji,Shewa Bench,2019,2019-12-01,54,NA
SNNP,Bench Maji,Shewa Bench,2020,2020-01-01,68,NA
SNNP,Bench Maji,Shewa Bench,2020,2020-02-01,54,11
SNNP,Bench Maji,Shewa Bench,2020,2020-03-01,35,63
SNNP,Bench Maji,Shewa Bench,2020,2020-04-01,49,40
SNNP,Bench Maji,Shewa Bench,2020,2020-05-01,55,NA
SNNP,Bench Maji,Shewa Bench,2020,2020-06-01,64,7
SNNP,Bench Maji,Shewa Bench,2020,2020-07-01,75,23
SNNP,Bench Maji,Shewa Bench,2020,2020-08-01,26,NA
SNNP,Bench Maji,Shewa Bench,2020,2020-09-01,8,NA
SNNP,Bench Maji,Shewa Bench,2020,2020-10-01,9,NA
SNNP,Bench Maji,Shewa Bench,2020,2020-11-01,15,NA
SNNP,Bench Maji,Shewa Bench,2020,2020-12-01,9,NA
SNNP,Bench Maji,Shewa Bench,2021,2021-01-01,58,NA
SNNP,Bench Maji,Shewa Bench,2021,2021-02-01,10,NA
SNNP,Bench Maji,Shewa Bench,2021,2021-03-01,28,NA
SNNP,Bench Maji,Shewa Bench,2021,2021-04-01,6,NA
SNNP,Bench Maji,Shewa Bench,2021,2021-05-01,28,NA
SNNP,Bench Maji,Shewa Bench,2021,2021-06-01,21,NA
SNNP,Bench Maji,Shewa Bench,2021,2021-07-01,77,19
SNNP,Bench Maji,Shewa Bench,2021,2021-08-01,30,52
SNNP,Bench Maji,Shewa Bench,2021,2021-09-01,127,201
SNNP,Bench Maji,Shewa Bench,2021,2021-10-01,90,80
SNNP,Bench Maji,Shewa Bench,2021,2021-11-01,15,83
SNNP,Bench Maji,Shewa Bench,2021,2021-12-01,46,12
Somali,Korahe,Shilabo,2018,2018-01-01,18,NA
Somali,Korahe,Shilabo,2018,2018-02-01,NA,NA
Somali,Korahe,Shilabo,2018,2018-03-01,NA,NA
Somali,Korahe,Shilabo,2018,2018-04-01,NA,NA
Somali,Korahe,Shilabo,2018,2018-05-01,19,NA
Somali,Korahe,Shilabo,2018,2018-06-01,16,NA
Somali,Korahe,Shilabo,2018,2018-07-01,NA,NA
Somali,Korahe,Shilabo,2018,2018-08-01,12,NA
Somali,Korahe,Shilabo,2018,2018-09-01,NA,NA
Somali,Korahe,Shilabo,2018,2018-10-01,NA,NA
Somali,Korahe,Shilabo,2018,2018-11-01,NA,NA
Somali,Korahe,Shilabo,2018,2018-12-01,NA,NA
Somali,Korahe,Shilabo,2019,2019-01-01,NA,41
Somali,Korahe,Shilabo,2019,2019-02-01,NA,NA
Somali,Korahe,Shilabo,2019,2019-03-01,NA,NA
Somali,Korahe,Shilabo,2019,2019-04-01,NA,NA
Somali,Korahe,Shilabo,2019,2019-05-01,NA,NA
Somali,Korahe,Shilabo,2019,2019-06-01,NA,NA
Somali,Korahe,Shilabo,2019,2019-07-01,NA,NA
Somali,Korahe,Shilabo,2019,2019-08-01,NA,NA
Somali,Korahe,Shilabo,2019,2019-09-01,NA,NA
Somali,Korahe,Shilabo,2019,2019-10-01,NA,NA
Somali,Korahe,Shilabo,2019,2019-11-01,147,19
Somali,Korahe,Shilabo,2019,2019-12-01,NA,NA
Somali,Korahe,Shilabo,2020,2020-01-01,190,NA
Somali,Korahe,Shilabo,2020,2020-02-01,302,NA
Somali,Korahe,Shilabo,2020,2020-03-01,331,NA
Somali,Korahe,Shilabo,2020,2020-04-01,357,NA
Somali,Korahe,Shilabo,2020,2020-05-01,331,NA
Somali,Korahe,Shilabo,2020,2020-06-01,NA,NA
Somali,Korahe,Shilabo,2020,2020-07-01,275,30
Somali,Korahe,Shilabo,2020,2020-08-01,360,NA
Somali,Korahe,Shilabo,2020,2020-09-01,22,NA
Somali,Korahe,Shilabo,2020,2020-10-01,56,NA
Somali,Korahe,Shilabo,2020,2020-11-01,25,NA
Somali,Korahe,Shilabo,2020,2020-12-01,32,NA
Somali,Korahe,Shilabo,2021,2021-01-01,37,NA
Somali,Korahe,Shilabo,2021,2021-02-01,12,NA
Somali,Korahe,Shilabo,2021,2021-03-01,48,NA
Somali,Korahe,Shilabo,2021,2021-04-01,37,NA
Somali,Korahe,Shilabo,2021,2021-05-01,45,NA
Somali,Korahe,Shilabo,2021,2021-06-01,48,NA
Somali,Korahe,Shilabo,2021,2021-07-01,39,NA
Somali,Korahe,Shilabo,2021,2021-08-01,38,NA
Somali,Korahe,Shilabo,2021,2021-09-01,176,NA
Somali,Korahe,Shilabo,2021,2021-10-01,221,NA
Somali,Korahe,Shilabo,2021,2021-11-01,83,NA
Somali,Korahe,Shilabo,2021,2021-12-01,155,NA
Somali,Siti,Shinile,2018,2018-01-01,570,NA
Somali,Siti,Shinile,2018,2018-02-01,752,NA
Somali,Siti,Shinile,2018,2018-03-01,592,NA
Somali,Siti,Shinile,2018,2018-04-01,517,NA
Somali,Siti,Shinile,2018,2018-05-01,673,NA
Somali,Siti,Shinile,2018,2018-06-01,642,NA
Somali,Siti,Shinile,2018,2018-07-01,599,NA
Somali,Siti,Shinile,2018,2018-08-01,41,NA
Somali,Siti,Shinile,2018,2018-09-01,74,NA
Somali,Siti,Shinile,2018,2018-10-01,119,27
Somali,Siti,Shinile,2018,2018-11-01,79,NA
Somali,Siti,Shinile,2018,2018-12-01,672,NA
Somali,Siti,Shinile,2019,2019-01-01,296,NA
Somali,Siti,Shinile,2019,2019-02-01,317,NA
Somali,Siti,Shinile,2019,2019-03-01,291,284
Somali,Siti,Shinile,2019,2019-04-01,98,418
Somali,Siti,Shinile,2019,2019-05-01,84,212
Somali,Siti,Shinile,2019,2019-06-01,NA,NA
Somali,Siti,Shinile,2019,2019-07-01,42,109
Somali,Siti,Shinile,2019,2019-08-01,75,145
Somali,Siti,Shinile,2019,2019-09-01,NA,173
Somali,Siti,Shinile,2019,2019-10-01,NA,310
Somali,Siti,Shinile,2019,2019-11-01,NA,54
Somali,Siti,Shinile,2019,2019-12-01,NA,NA
Somali,Siti,Shinile,2020,2020-01-01,114,NA
Somali,Siti,Shinile,2020,2020-02-01,172,25
Somali,Siti,Shinile,2020,2020-03-01,31,NA
Somali,Siti,Shinile,2020,2020-04-01,16,NA
Somali,Siti,Shinile,2020,2020-05-01,63,NA
Somali,Siti,Shinile,2020,2020-06-01,NA,NA
Somali,Siti,Shinile,2020,2020-07-01,NA,NA
Somali,Siti,Shinile,2020,2020-08-01,72,NA
Somali,Siti,Shinile,2020,2020-09-01,19,41
Somali,Siti,Shinile,2020,2020-10-01,194,NA
Somali,Siti,Shinile,2020,2020-11-01,66,NA
Somali,Siti,Shinile,2020,2020-12-01,38,NA
Somali,Siti,Shinile,2021,2021-01-01,46,NA
Somali,Siti,Shinile,2021,2021-02-01,26,2
Somali,Siti,Shinile,2021,2021-03-01,14,NA
Somali,Siti,Shinile,2021,2021-04-01,NA,NA
Somali,Siti,Shinile,2021,2021-05-01,NA,NA
Somali,Siti,Shinile,2021,2021-06-01,96,NA
Somali,Siti,Shinile,2021,2021-07-01,29,NA
Somali,Siti,Shinile,2021,2021-08-01,36,NA
Somali,Siti,Shinile,2021,2021-09-01,49,NA
Somali,Siti,Shinile,2021,2021-10-01,71,NA
Somali,Siti,Shinile,2021,2021-11-01,26,NA
Somali,Siti,Shinile,2021,2021-12-01,18,NA
SNNP,Kembata Tibaro,Shinshecho Town,2018,2018-01-01,28,NA
SNNP,Kembata Tibaro,Shinshecho Town,2018,2018-02-01,79,NA
SNNP,Kembata Tibaro,Shinshecho Town,2018,2018-03-01,2,NA
SNNP,Kembata Tibaro,Shinshecho Town,2018,2018-04-01,74,NA
SNNP,Kembata Tibaro,Shinshecho Town,2018,2018-05-01,36,NA
SNNP,Kembata Tibaro,Shinshecho Town,2018,2018-06-01,72,NA
SNNP,Kembata Tibaro,Shinshecho Town,2018,2018-07-01,60,NA
SNNP,Kembata Tibaro,Shinshecho Town,2018,2018-08-01,12,NA
SNNP,Kembata Tibaro,Shinshecho Town,2018,2018-09-01,30,NA
SNNP,Kembata Tibaro,Shinshecho Town,2018,2018-10-01,62,NA
SNNP,Kembata Tibaro,Shinshecho Town,2018,2018-11-01,3,NA
SNNP,Kembata Tibaro,Shinshecho Town,2018,2018-12-01,NA,NA
SNNP,Kembata Tibaro,Shinshecho Town,2019,2019-01-01,NA,NA
SNNP,Kembata Tibaro,Shinshecho Town,2019,2019-02-01,NA,NA
SNNP,Kembata Tibaro,Shinshecho Town,2019,2019-03-01,1,NA
SNNP,Kembata Tibaro,Shinshecho Town,2019,2019-04-01,NA,NA
SNNP,Kembata Tibaro,Shinshecho Town,2019,2019-05-01,2,NA
SNNP,Kembata Tibaro,Shinshecho Town,2019,2019-06-01,1,NA
SNNP,Kembata Tibaro,Shinshecho Town,2019,2019-07-01,NA,NA
SNNP,Kembata Tibaro,Shinshecho Town,2019,2019-08-01,NA,NA
SNNP,Kembata Tibaro,Shinshecho Town,2019,2019-09-01,11,NA
SNNP,Kembata Tibaro,Shinshecho Town,2019,2019-10-01,1,NA
SNNP,Kembata Tibaro,Shinshecho Town,2019,2019-11-01,7,NA
SNNP,Kembata Tibaro,Shinshecho Town,2019,2019-12-01,NA,NA
SNNP,Kembata Tibaro,Shinshecho Town,2020,2020-01-01,10,NA
SNNP,Kembata Tibaro,Shinshecho Town,2020,2020-02-01,9,NA
SNNP,Kembata Tibaro,Shinshecho Town,2020,2020-03-01,4,NA
SNNP,Kembata Tibaro,Shinshecho Town,2020,2020-04-01,23,NA
SNNP,Kembata Tibaro,Shinshecho Town,2020,2020-05-01,41,NA
SNNP,Kembata Tibaro,Shinshecho Town,2020,2020-06-01,NA,NA
SNNP,Kembata Tibaro,Shinshecho Town,2020,2020-07-01,72,NA
SNNP,Kembata Tibaro,Shinshecho Town,2020,2020-08-01,NA,NA
SNNP,Kembata Tibaro,Shinshecho Town,2020,2020-09-01,NA,NA
SNNP,Kembata Tibaro,Shinshecho Town,2020,2020-10-01,NA,NA
SNNP,Kembata Tibaro,Shinshecho Town,2020,2020-11-01,NA,NA
SNNP,Kembata Tibaro,Shinshecho Town,2020,2020-12-01,NA,NA
SNNP,Kembata Tibaro,Shinshecho Town,2021,2021-01-01,NA,NA
SNNP,Kembata Tibaro,Shinshecho Town,2021,2021-02-01,NA,NA
SNNP,Kembata Tibaro,Shinshecho Town,2021,2021-03-01,NA,NA
SNNP,Kembata Tibaro,Shinshecho Town,2021,2021-04-01,NA,NA
SNNP,Kembata Tibaro,Shinshecho Town,2021,2021-05-01,NA,NA
SNNP,Kembata Tibaro,Shinshecho Town,2021,2021-06-01,NA,NA
SNNP,Kembata Tibaro,Shinshecho Town,2021,2021-07-01,NA,NA
SNNP,Kembata Tibaro,Shinshecho Town,2021,2021-08-01,NA,NA
SNNP,Kembata Tibaro,Shinshecho Town,2021,2021-09-01,3,NA
SNNP,Kembata Tibaro,Shinshecho Town,2021,2021-10-01,NA,NA
SNNP,Kembata Tibaro,Shinshecho Town,2021,2021-11-01,NA,NA
SNNP,Kembata Tibaro,Shinshecho Town,2021,2021-12-01,NA,NA
Tigray,North Western,Shire,2018,2018-01-01,NA,NA
Tigray,North Western,Shire,2018,2018-02-01,NA,NA
Tigray,North Western,Shire,2018,2018-03-01,NA,NA
Tigray,North Western,Shire,2018,2018-04-01,NA,NA
Tigray,North Western,Shire,2018,2018-05-01,NA,NA
Tigray,North Western,Shire,2018,2018-06-01,NA,NA
Tigray,North Western,Shire,2018,2018-07-01,20,8
Tigray,North Western,Shire,2018,2018-08-01,17,3
Tigray,North Western,Shire,2018,2018-09-01,37,NA
Tigray,North Western,Shire,2018,2018-10-01,39,6
Tigray,North Western,Shire,2018,2018-11-01,91,NA
Tigray,North Western,Shire,2018,2018-12-01,114,NA
Tigray,North Western,Shire,2019,2019-01-01,55,NA
Tigray,North Western,Shire,2019,2019-02-01,22,NA
Tigray,North Western,Shire,2019,2019-03-01,39,NA
Tigray,North Western,Shire,2019,2019-04-01,70,NA
Tigray,North Western,Shire,2019,2019-05-01,39,NA
Tigray,North Western,Shire,2019,2019-06-01,73,NA
Tigray,North Western,Shire,2019,2019-07-01,33,NA
Tigray,North Western,Shire,2019,2019-08-01,22,NA
Tigray,North Western,Shire,2019,2019-09-01,7,NA
Tigray,North Western,Shire,2019,2019-10-01,87,9
Tigray,North Western,Shire,2019,2019-11-01,134,8
Tigray,North Western,Shire,2019,2019-12-01,82,67
Tigray,North Western,Shire,2020,2020-01-01,59,31
Tigray,North Western,Shire,2020,2020-02-01,69,NA
Tigray,North Western,Shire,2020,2020-03-01,18,32
Tigray,North Western,Shire,2020,2020-04-01,65,NA
Tigray,North Western,Shire,2020,2020-05-01,27,18
Tigray,North Western,Shire,2020,2020-06-01,29,28
Tigray,North Western,Shire,2020,2020-07-01,52,6
Tigray,North Western,Shire,2020,2020-08-01,58,NA
Tigray,North Western,Shire,2020,2020-09-01,107,NA
Tigray,North Western,Shire,2020,2020-10-01,NA,NA
Tigray,North Western,Shire,2020,2020-11-01,NA,NA
Tigray,North Western,Shire,2020,2020-12-01,NA,NA
Tigray,North Western,Shire,2021,2021-01-01,NA,NA
Tigray,North Western,Shire,2021,2021-02-01,NA,NA
Tigray,North Western,Shire,2021,2021-03-01,NA,NA
Tigray,North Western,Shire,2021,2021-04-01,NA,NA
Tigray,North Western,Shire,2021,2021-05-01,NA,NA
Tigray,North Western,Shire,2021,2021-06-01,NA,NA
Tigray,North Western,Shire,2021,2021-07-01,NA,NA
Tigray,North Western,Shire,2021,2021-08-01,NA,NA
Tigray,North Western,Shire,2021,2021-09-01,NA,NA
Tigray,North Western,Shire,2021,2021-10-01,NA,NA
Tigray,North Western,Shire,2021,2021-11-01,NA,NA
Tigray,North Western,Shire,2021,2021-12-01,NA,NA
Oromia,Arsi,Shirka,2018,2018-01-01,NA,NA
Oromia,Arsi,Shirka,2018,2018-02-01,NA,NA
Oromia,Arsi,Shirka,2018,2018-03-01,NA,NA
Oromia,Arsi,Shirka,2018,2018-04-01,NA,NA
Oromia,Arsi,Shirka,2018,2018-05-01,NA,NA
Oromia,Arsi,Shirka,2018,2018-06-01,NA,NA
Oromia,Arsi,Shirka,2018,2018-07-01,12,NA
Oromia,Arsi,Shirka,2018,2018-08-01,2,NA
Oromia,Arsi,Shirka,2018,2018-09-01,6,NA
Oromia,Arsi,Shirka,2018,2018-10-01,10,NA
Oromia,Arsi,Shirka,2018,2018-11-01,5,NA
Oromia,Arsi,Shirka,2018,2018-12-01,5,NA
Oromia,Arsi,Shirka,2019,2019-01-01,10,NA
Oromia,Arsi,Shirka,2019,2019-02-01,2,NA
Oromia,Arsi,Shirka,2019,2019-03-01,8,NA
