region,zone,woreda,year,period,confirmed,presumed
Somali,Shabelle,Aba-Korow,2018,2018-01-01,NA,NA
Somali,Shabelle,Aba-Korow,2018,2018-02-01,NA,NA
Somali,Shabelle,Aba-Korow,2018,2018-03-01,NA,NA
Somali,Shabelle,Aba-Korow,2018,2018-04-01,NA,NA
Somali,Shabelle,Aba-Korow,2018,2018-05-01,NA,NA
Somali,Shabelle,Aba-Korow,2018,2018-06-01,NA,NA
Somali,Shabelle,Aba-Korow,2018,2018-07-01,21,126
Somali,Shabelle,Aba-Korow,2018,2018-08-01,13,136
Somali,Shabelle,Aba-Korow,2018,2018-09-01,37,157
Somali,Shabelle,Aba-Korow,2018,2018-10-01,20,146
Somali,Shabelle,Aba-Korow,2018,2018-11-01,64,151
Somali,Shabelle,Aba-Korow,2018,2018-12-01,NA,157
Somali,Shabelle,Aba-Korow,2019,2019-01-01,NA,148
Somali,Shabelle,Aba-Korow,2019,2019-02-01,NA,NA
Somali,Shabelle,Aba-Korow,2019,2019-03-01,NA,NA
Somali,Shabelle,Aba-Korow,2019,2019-04-01,NA,NA
Somali,Shabelle,Aba-Korow,2019,2019-05-01,NA,NA
Somali,Shabelle,Aba-Korow,2019,2019-06-01,NA,NA
Somali,Shabelle,Aba-Korow,2019,2019-07-01,NA,NA
Somali,Shabelle,Aba-Korow,2019,2019-08-01,NA,NA
Somali,Shabelle,Aba-Korow,2019,2019-09-01,NA,NA
Somali,Shabelle,Aba-Korow,2019,2019-10-01,NA,NA
Somali,Shabelle,Aba-Korow,2019,2019-11-01,NA,NA
Somali,Shabelle,Aba-Korow,2019,2019-12-01,NA,NA
Somali,Shabelle,Aba-Korow,2020,2020-01-01,NA,NA
Somali,Shabelle,Aba-Korow,2020,2020-02-01,NA,NA
Somali,Shabelle,Aba-Korow,2020,2020-03-01,NA,NA
Somali,Shabelle,Aba-Korow,2020,2020-04-01,NA,NA
Somali,Shabelle,Aba-Korow,2020,2020-05-01,NA,NA
Somali,Shabelle,Aba-Korow,2020,2020-06-01,NA,NA
Somali,Shabelle,Aba-Korow,2020,2020-07-01,NA,NA
Somali,Shabelle,Aba-Korow,2020,2020-08-01,NA,NA
Somali,Shabelle,Aba-Korow,2020,2020-09-01,15,NA
Somali,Shabelle,Aba-Korow,2020,2020-10-01,NA,NA
Somali,Shabelle,Aba-Korow,2020,2020-11-01,NA,NA
Somali,Shabelle,Aba-Korow,2020,2020-12-01,NA,NA
Somali,Shabelle,Aba-Korow,2021,2021-01-01,NA,NA
Somali,Shabelle,Aba-Korow,2021,2021-02-01,NA,NA
Somali,Shabelle,Aba-Korow,2021,2021-03-01,NA,NA
Somali,Shabelle,Aba-Korow,2021,2021-04-01,NA,7
Somali,Shabelle,Aba-Korow,2021,2021-05-01,NA,NA
Somali,Shabelle,Aba-Korow,2021,2021-06-01,NA,NA
Somali,Shabelle,Aba-Korow,2021,2021-07-01,NA,NA
Somali,Shabelle,Aba-Korow,2021,2021-08-01,NA,NA
Somali,Shabelle,Aba-Korow,2021,2021-09-01,NA,NA
Somali,Shabelle,Aba-Korow,2021,2021-10-01,NA,NA
Somali,Shabelle,Aba-Korow,2021,2021-11-01,NA,NA
Somali,Shabelle,Aba-Korow,2021,2021-12-01,NA,NA
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2018,2018-01-01,137,29
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2018,2018-02-01,87,32
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2018,2018-03-01,80,105
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2018,2018-04-01,120,59
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2018,2018-05-01,98,77
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2018,2018-06-01,44,45
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2018,2018-07-01,37,21
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2018,2018-08-01,41,67
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2018,2018-09-01,70,83
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2018,2018-10-01,201,137
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2018,2018-11-01,184,147
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2018,2018-12-01,63,129
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2019,2019-01-01,55,55
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2019,2019-02-01,26,52
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2019,2019-03-01,9,123
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2019,2019-04-01,25,41
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2019,2019-05-01,8,100
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2019,2019-06-01,NA,NA
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2019,2019-07-01,28,26
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2019,2019-08-01,52,18
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2019,2019-09-01,23,84
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2019,2019-10-01,56,11
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2019,2019-11-01,104,39
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2019,2019-12-01,63,50
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2020,2020-01-01,61,23
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2020,2020-02-01,66,16
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2020,2020-03-01,39,9
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2020,2020-04-01,31,13
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2020,2020-05-01,25,6
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2020,2020-06-01,16,14
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2020,2020-07-01,8,5
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2020,2020-08-01,6,9
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2020,2020-09-01,16,15
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2020,2020-10-01,11,24
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2020,2020-11-01,24,15
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2020,2020-12-01,10,25
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2021,2021-01-01,30,41
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2021,2021-02-01,30,16
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2021,2021-03-01,18,10
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2021,2021-04-01,19,19
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2021,2021-05-01,8,21
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2021,2021-06-01,29,23
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2021,2021-07-01,NA,25
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2021,2021-08-01,19,14
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2021,2021-09-01,23,35
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2021,2021-10-01,9,43
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2021,2021-11-01,13,38
Afar,Zone 2 (Kilbet Rasu),Aba 'Ala,2021,2021-12-01,NA,NA
Oromia,Horo Gudru Wellega,Ababo,2018,2018-01-01,NA,NA
Oromia,Horo Gudru Wellega,Ababo,2018,2018-02-01,NA,NA
Oromia,Horo Gudru Wellega,Ababo,2018,2018-03-01,NA,NA
Oromia,Horo Gudru Wellega,Ababo,2018,2018-04-01,NA,NA
Oromia,Horo Gudru Wellega,Ababo,2018,2018-05-01,NA,NA
Oromia,Horo Gudru Wellega,Ababo,2018,2018-06-01,NA,NA
Oromia,Horo Gudru Wellega,Ababo,2018,2018-07-01,16,NA
Oromia,Horo Gudru Wellega,Ababo,2018,2018-08-01,83,NA
Oromia,Horo Gudru Wellega,Ababo,2018,2018-09-01,35,NA
Oromia,Horo Gudru Wellega,Ababo,2018,2018-10-01,167,NA
Oromia,Horo Gudru Wellega,Ababo,2018,2018-11-01,122,NA
Oromia,Horo Gudru Wellega,Ababo,2018,2018-12-01,14,NA
Oromia,Horo Gudru Wellega,Ababo,2019,2019-01-01,NA,NA
Oromia,Horo Gudru Wellega,Ababo,2019,2019-02-01,8,NA
Oromia,Horo Gudru Wellega,Ababo,2019,2019-03-01,10,5
Oromia,Horo Gudru Wellega,Ababo,2019,2019-04-01,17,NA
Oromia,Horo Gudru Wellega,Ababo,2019,2019-05-01,9,NA
Oromia,Horo Gudru Wellega,Ababo,2019,2019-06-01,84,4
Oromia,Horo Gudru Wellega,Ababo,2019,2019-07-01,NA,NA
Oromia,Horo Gudru Wellega,Ababo,2019,2019-08-01,110,NA
Oromia,Horo Gudru Wellega,Ababo,2019,2019-09-01,615,48
Oromia,Horo Gudru Wellega,Ababo,2019,2019-10-01,780,35
Oromia,Horo Gudru Wellega,Ababo,2019,2019-11-01,973,36
Oromia,Horo Gudru Wellega,Ababo,2019,2019-12-01,140,57
Oromia,Horo Gudru Wellega,Ababo,2020,2020-01-01,24,50
Oromia,Horo Gudru Wellega,Ababo,2020,2020-02-01,19,16
Oromia,Horo Gudru Wellega,Ababo,2020,2020-03-01,3,30
Oromia,Horo Gudru Wellega,Ababo,2020,2020-04-01,NA,6
Oromia,Horo Gudru Wellega,Ababo,2020,2020-05-01,16,5
Oromia,Horo Gudru Wellega,Ababo,2020,2020-06-01,62,32
Oromia,Horo Gudru Wellega,Ababo,2020,2020-07-01,184,14
Oromia,Horo Gudru Wellega,Ababo,2020,2020-08-01,184,35
Oromia,Horo Gudru Wellega,Ababo,2020,2020-09-01,436,45
Oromia,Horo Gudru Wellega,Ababo,2020,2020-10-01,958,NA
Oromia,Horo Gudru Wellega,Ababo,2020,2020-11-01,826,49
Oromia,Horo Gudru Wellega,Ababo,2020,2020-12-01,345,NA
Oromia,Horo Gudru Wellega,Ababo,2021,2021-01-01,79,3
Oromia,Horo Gudru Wellega,Ababo,2021,2021-02-01,16,12
Oromia,Horo Gudru Wellega,Ababo,2021,2021-03-01,13,NA
Oromia,Horo Gudru Wellega,Ababo,2021,2021-04-01,2,NA
Oromia,Horo Gudru Wellega,Ababo,2021,2021-05-01,5,NA
Oromia,Horo Gudru Wellega,Ababo,2021,2021-06-01,6,NA
Oromia,Horo Gudru Wellega,Ababo,2021,2021-07-01,14,NA
Oromia,Horo Gudru Wellega,Ababo,2021,2021-08-01,22,NA
Oromia,Horo Gudru Wellega,Ababo,2021,2021-09-01,56,NA
Oromia,Horo Gudru Wellega,Ababo,2021,2021-10-01,70,8
Oromia,Horo Gudru Wellega,Ababo,2021,2021-11-01,66,20
Oromia,Horo Gudru Wellega,Ababo,2021,2021-12-01,85,6
Harari,Harari,Abadir,2018,2018-01-01,NA,NA
Harari,Harari,Abadir,2018,2018-02-01,NA,NA
Harari,Harari,Abadir,2018,2018-03-01,NA,NA
Harari,Harari,Abadir,2018,2018-04-01,NA,NA
Harari,Harari,Abadir,2018,2018-05-01,NA,NA
Harari,Harari,Abadir,2018,2018-06-01,NA,NA
Harari,Harari,Abadir,2018,2018-07-01,NA,NA
Harari,Harari,Abadir,2018,2018-08-01,NA,NA
Harari,Harari,Abadir,2018,2018-09-01,NA,NA
Harari,Harari,Abadir,2018,2018-10-01,NA,NA
Harari,Harari,Abadir,2018,2018-11-01,NA,NA
Harari,Harari,Abadir,2018,2018-12-01,NA,NA
Harari,Harari,Abadir,2019,2019-01-01,NA,NA
Harari,Harari,Abadir,2019,2019-02-01,NA,NA
Harari,Harari,Abadir,2019,2019-03-01,NA,NA
Harari,Harari,Abadir,2019,2019-04-01,NA,NA
Harari,Harari,Abadir,2019,2019-05-01,NA,NA
Harari,Harari,Abadir,2019,2019-06-01,NA,NA
Harari,Harari,Abadir,2019,2019-07-01,NA,NA
Harari,Harari,Abadir,2019,2019-08-01,NA,NA
Harari,Harari,Abadir,2019,2019-09-01,NA,NA
Harari,Harari,Abadir,2019,2019-10-01,NA,NA
Harari,Harari,Abadir,2019,2019-11-01,NA,NA
Harari,Harari,Abadir,2019,2019-12-01,NA,NA
Harari,Harari,Abadir,2020,2020-01-01,NA,NA
Harari,Harari,Abadir,2020,2020-02-01,NA,NA
Harari,Harari,Abadir,2020,2020-03-01,NA,NA
Harari,Harari,Abadir,2020,2020-04-01,NA,NA
Harari,Harari,Abadir,2020,2020-05-01,NA,NA
Harari,Harari,Abadir,2020,2020-06-01,NA,NA
Harari,Harari,Abadir,2020,2020-07-01,NA,NA
Harari,Harari,Abadir,2020,2020-08-01,NA,NA
Harari,Harari,Abadir,2020,2020-09-01,NA,NA
Harari,Harari,Abadir,2020,2020-10-01,NA,NA
Harari,Harari,Abadir,2020,2020-11-01,NA,NA
Harari,Harari,Abadir,2020,2020-12-01,NA,NA
Harari,Harari,Abadir,2021,2021-01-01,NA,NA
Harari,Harari,Abadir,2021,2021-02-01,NA,NA
Harari,Harari,Abadir,2021,2021-03-01,NA,NA
Harari,Harari,Abadir,2021,2021-04-01,NA,NA
Harari,Harari,Abadir,2021,2021-05-01,NA,NA
Harari,Harari,Abadir,2021,2021-06-01,NA,NA
Harari,Harari,Abadir,2021,2021-07-01,NA,NA
Harari,Harari,Abadir,2021,2021-08-01,NA,NA
Harari,Harari,Abadir,2021,2021-09-01,NA,NA
Harari,Harari,Abadir,2021,2021-10-01,NA,NA
Harari,Harari,Abadir,2021,2021-11-01,NA,NA
Harari,Harari,Abadir,2021,2021-12-01,NA,NA
Oromia,Horo Gudru Wellega,Abay Chomen,2018,2018-01-01,NA,NA
Oromia,Horo Gudru Wellega,Abay Chomen,2018,2018-02-01,NA,NA
Oromia,Horo Gudru Wellega,Abay Chomen,2018,2018-03-01,NA,NA
Oromia,Horo Gudru Wellega,Abay Chomen,2018,2018-04-01,NA,NA
Oromia,Horo Gudru Wellega,Abay Chomen,2018,2018-05-01,NA,NA
Oromia,Horo Gudru Wellega,Abay Chomen,2018,2018-06-01,NA,NA
Oromia,Horo Gudru Wellega,Abay Chomen,2018,2018-07-01,NA,NA
Oromia,Horo Gudru Wellega,Abay Chomen,2018,2018-08-01,NA,NA
Oromia,Horo Gudru Wellega,Abay Chomen,2018,2018-09-01,2,NA
Oromia,Horo Gudru Wellega,Abay Chomen,2018,2018-10-01,2,NA
Oromia,Horo Gudru Wellega,Abay Chomen,2018,2018-11-01,NA,NA
Oromia,Horo Gudru Wellega,Abay Chomen,2018,2018-12-01,NA,NA
Oromia,Horo Gudru Wellega,Abay Chomen,2019,2019-01-01,4,NA
Oromia,Horo Gudru Wellega,Abay Chomen,2019,2019-02-01,NA,NA
Oromia,Horo Gudru Wellega,Abay Chomen,2019,2019-03-01,2,NA
Oromia,Horo Gudru Wellega,Abay Chomen,2019,2019-04-01,NA,NA
Oromia,Horo Gudru Wellega,Abay Chomen,2019,2019-05-01,NA,NA
Oromia,Horo Gudru Wellega,Abay Chomen,2019,2019-06-01,NA,NA
Oromia,Horo Gudru Wellega,Abay Chomen,2019,2019-07-01,15,21
Oromia,Horo Gudru Wellega,Abay Chomen,2019,2019-08-01,10,10
Oromia,Horo Gudru Wellega,Abay Chomen,2019,2019-09-01,135,19
Oromia,Horo Gudru Wellega,Abay Chomen,2019,2019-10-01,504,6
Oromia,Horo Gudru Wellega,Abay Chomen,2019,2019-11-01,147,81
Oromia,Horo Gudru Wellega,Abay Chomen,2019,2019-12-01,7,NA
Oromia,Horo Gudru Wellega,Abay Chomen,2020,2020-01-01,14,6
Oromia,Horo Gudru Wellega,Abay Chomen,2020,2020-02-01,NA,1
Oromia,Horo Gudru Wellega,Abay Chomen,2020,2020-03-01,NA,5
Oromia,Horo Gudru Wellega,Abay Chomen,2020,2020-04-01,4,16
Oromia,Horo Gudru Wellega,Abay Chomen,2020,2020-05-01,NA,3
Oromia,Horo Gudru Wellega,Abay Chomen,2020,2020-06-01,18,NA
Oromia,Horo Gudru Wellega,Abay Chomen,2020,2020-07-01,NA,NA
Oromia,Horo Gudru Wellega,Abay Chomen,2020,2020-08-01,5,NA
Oromia,Horo Gudru Wellega,Abay Chomen,2020,2020-09-01,14,NA
Oromia,Horo Gudru Wellega,Abay Chomen,2020,2020-10-01,5,NA
Oromia,Horo Gudru Wellega,Abay Chomen,2020,2020-11-01,113,6
Oromia,Horo Gudru Wellega,Abay Chomen,2020,2020-12-01,19,NA
Oromia,Horo Gudru Wellega,Abay Chomen,2021,2021-01-01,35,49
Oromia,Horo Gudru Wellega,Abay Chomen,2021,2021-02-01,1,NA
Oromia,Horo Gudru Wellega,Abay Chomen,2021,2021-03-01,3,NA
Oromia,Horo Gudru Wellega,Abay Chomen,2021,2021-04-01,5,35
Oromia,Horo Gudru Wellega,Abay Chomen,2021,2021-05-01,3,NA
Oromia,Horo Gudru Wellega,Abay Chomen,2021,2021-06-01,NA,NA
Oromia,Horo Gudru Wellega,Abay Chomen,2021,2021-07-01,6,NA
Oromia,Horo Gudru Wellega,Abay Chomen,2021,2021-08-01,4,NA
Oromia,Horo Gudru Wellega,Abay Chomen,2021,2021-09-01,NA,NA
Oromia,Horo Gudru Wellega,Abay Chomen,2021,2021-10-01,78,NA
Oromia,Horo Gudru Wellega,Abay Chomen,2021,2021-11-01,2,NA
Oromia,Horo Gudru Wellega,Abay Chomen,2021,2021-12-01,1,4
Oromia,West Guji,Abaya,2018,2018-01-01,NA,NA
Oromia,West Guji,Abaya,2018,2018-02-01,NA,NA
Oromia,West Guji,Abaya,2018,2018-03-01,NA,NA
Oromia,West Guji,Abaya,2018,2018-04-01,NA,NA
Oromia,West Guji,Abaya,2018,2018-05-01,NA,NA
Oromia,West Guji,Abaya,2018,2018-06-01,NA,NA
Oromia,West Guji,Abaya,2018,2018-07-01,88,22
Oromia,West Guji,Abaya,2018,2018-08-01,94,1
Oromia,West Guji,Abaya,2018,2018-09-01,46,9
Oromia,West Guji,Abaya,2018,2018-10-01,49,22
Oromia,West Guji,Abaya,2018,2018-11-01,34,NA
Oromia,West Guji,Abaya,2018,2018-12-01,37,NA
Oromia,West Guji,Abaya,2019,2019-01-01,52,NA
Oromia,West Guji,Abaya,2019,2019-02-01,12,32
Oromia,West Guji,Abaya,2019,2019-03-01,29,NA
Oromia,West Guji,Abaya,2019,2019-04-01,64,7
Oromia,West Guji,Abaya,2019,2019-05-01,133,9
Oromia,West Guji,Abaya,2019,2019-06-01,169,3
Oromia,West Guji,Abaya,2019,2019-07-01,NA,NA
Oromia,West Guji,Abaya,2019,2019-08-01,NA,NA
Oromia,West Guji,Abaya,2019,2019-09-01,163,NA
Oromia,West Guji,Abaya,2019,2019-10-01,126,NA
Oromia,West Guji,Abaya,2019,2019-11-01,123,48
Oromia,West Guji,Abaya,2019,2019-12-01,405,86
Oromia,West Guji,Abaya,2020,2020-01-01,284,111
Oromia,West Guji,Abaya,2020,2020-02-01,171,65
Oromia,West Guji,Abaya,2020,2020-03-01,167,11
Oromia,West Guji,Abaya,2020,2020-04-01,180,3
Oromia,West Guji,Abaya,2020,2020-05-01,294,2
Oromia,West Guji,Abaya,2020,2020-06-01,479,8
Oromia,West Guji,Abaya,2020,2020-07-01,324,NA
Oromia,West Guji,Abaya,2020,2020-08-01,289,NA
Oromia,West Guji,Abaya,2020,2020-09-01,189,NA
Oromia,West Guji,Abaya,2020,2020-10-01,118,NA
Oromia,West Guji,Abaya,2020,2020-11-01,181,NA
Oromia,West Guji,Abaya,2020,2020-12-01,86,NA
Oromia,West Guji,Abaya,2021,2021-01-01,116,10
Oromia,West Guji,Abaya,2021,2021-02-01,79,NA
Oromia,West Guji,Abaya,2021,2021-03-01,128,NA
Oromia,West Guji,Abaya,2021,2021-04-01,129,NA
Oromia,West Guji,Abaya,2021,2021-05-01,140,NA
Oromia,West Guji,Abaya,2021,2021-06-01,220,NA
Oromia,West Guji,Abaya,2021,2021-07-01,182,NA
Oromia,West Guji,Abaya,2021,2021-08-01,256,25
Oromia,West Guji,Abaya,2021,2021-09-01,258,NA
Oromia,West Guji,Abaya,2021,2021-10-01,232,NA
Oromia,West Guji,Abaya,2021,2021-11-01,419,1
Oromia,West Guji,Abaya,2021,2021-12-01,271,NA
Amhara,West Gondar,Abderafi Town,2018,2018-01-01,NA,NA
Amhara,West Gondar,Abderafi Town,2018,2018-02-01,NA,NA
Amhara,West Gondar,Abderafi Town,2018,2018-03-01,NA,NA
Amhara,West Gondar,Abderafi Town,2018,2018-04-01,NA,NA
Amhara,West Gondar,Abderafi Town,2018,2018-05-01,NA,NA
Amhara,West Gondar,Abderafi Town,2018,2018-06-01,NA,NA
Amhara,West Gondar,Abderafi Town,2018,2018-07-01,NA,NA
Amhara,West Gondar,Abderafi Town,2018,2018-08-01,NA,NA
Amhara,West Gondar,Abderafi Town,2018,2018-09-01,NA,NA
Amhara,West Gondar,Abderafi Town,2018,2018-10-01,NA,NA
Amhara,West Gondar,Abderafi Town,2018,2018-11-01,NA,NA
Amhara,West Gondar,Abderafi Town,2018,2018-12-01,NA,NA
Amhara,West Gondar,Abderafi Town,2019,2019-01-01,NA,NA
Amhara,West Gondar,Abderafi Town,2019,2019-02-01,NA,NA
Amhara,West Gondar,Abderafi Town,2019,2019-03-01,NA,NA
Amhara,West Gondar,Abderafi Town,2019,2019-04-01,NA,NA
Amhara,West Gondar,Abderafi Town,2019,2019-05-01,NA,NA
Amhara,West Gondar,Abderafi Town,2019,2019-06-01,NA,NA
Amhara,West Gondar,Abderafi Town,2019,2019-07-01,NA,NA
Amhara,West Gondar,Abderafi Town,2019,2019-08-01,NA,NA
Amhara,West Gondar,Abderafi Town,2019,2019-09-01,NA,NA
Amhara,West Gondar,Abderafi Town,2019,2019-10-01,NA,NA
Amhara,West Gondar,Abderafi Town,2019,2019-11-01,NA,NA
Amhara,West Gondar,Abderafi Town,2019,2019-12-01,NA,NA
Amhara,West Gondar,Abderafi Town,2020,2020-01-01,NA,NA
Amhara,West Gondar,Abderafi Town,2020,2020-02-01,NA,NA
Amhara,West Gondar,Abderafi Town,2020,2020-03-01,NA,NA
Amhara,West Gondar,Abderafi Town,2020,2020-04-01,NA,NA
Amhara,West Gondar,Abderafi Town,2020,2020-05-01,NA,NA
Amhara,West Gondar,Abderafi Town,2020,2020-06-01,NA,NA
Amhara,West Gondar,Abderafi Town,2020,2020-07-01,NA,NA
Amhara,West Gondar,Abderafi Town,2020,2020-08-01,NA,NA
Amhara,West Gondar,Abderafi Town,2020,2020-09-01,NA,NA
Amhara,West Gondar,Abderafi Town,2020,2020-10-01,NA,NA
Amhara,West Gondar,Abderafi Town,2020,2020-11-01,NA,NA
Amhara,West Gondar,Abderafi Town,2020,2020-12-01,NA,NA
Amhara,West Gondar,Abderafi Town,2021,2021-01-01,NA,NA
Amhara,West Gondar,Abderafi Town,2021,2021-02-01,NA,NA
Amhara,West Gondar,Abderafi Town,2021,2021-03-01,NA,NA
Amhara,West Gondar,Abderafi Town,2021,2021-04-01,NA,NA
Amhara,West Gondar,Abderafi Town,2021,2021-05-01,NA,NA
Amhara,West Gondar,Abderafi Town,2021,2021-06-01,NA,NA
Amhara,West Gondar,Abderafi Town,2021,2021-07-01,NA,NA
Amhara,West Gondar,Abderafi Town,2021,2021-08-01,NA,NA
Amhara,West Gondar,Abderafi Town,2021,2021-09-01,NA,NA
Amhara,West Gondar,Abderafi Town,2021,2021-10-01,NA,NA
Amhara,West Gondar,Abderafi Town,2021,2021-11-01,NA,NA
Amhara,West Gondar,Abderafi Town,2021,2021-12-01,NA,NA
Oromia,Horo Gudru Wellega,Abe Dongoro,2018,2018-01-01,NA,NA
Oromia,Horo Gudru Wellega,Abe Dongoro,2018,2018-02-01,NA,NA
Oromia,Horo Gudru Wellega,Abe Dongoro,2018,2018-03-01,NA,NA
Oromia,Horo Gudru Wellega,Abe Dongoro,2018,2018-04-01,NA,NA
Oromia,Horo Gudru Wellega,Abe Dongoro,2018,2018-05-01,NA,NA
Oromia,Horo Gudru Wellega,Abe Dongoro,2018,2018-06-01,NA,NA
Oromia,Horo Gudru Wellega,Abe Dongoro,2018,2018-07-01,10,3
Oromia,Horo Gudru Wellega,Abe Dongoro,2018,2018-08-01,4,NA
Oromia,Horo Gudru Wellega,Abe Dongoro,2018,2018-09-01,1,1
Oromia,Horo Gudru Wellega,Abe Dongoro,2018,2018-10-01,20,16
Oromia,Horo Gudru Wellega,Abe Dongoro,2018,2018-11-01,32,20
Oromia,Horo Gudru Wellega,Abe Dongoro,2018,2018-12-01,13,NA
Oromia,Horo Gudru Wellega,Abe Dongoro,2019,2019-01-01,1,NA
Oromia,Horo Gudru Wellega,Abe Dongoro,2019,2019-02-01,NA,2
Oromia,Horo Gudru Wellega,Abe Dongoro,2019,2019-03-01,NA,5
Oromia,Horo Gudru Wellega,Abe Dongoro,2019,2019-04-01,15,NA
Oromia,Horo Gudru Wellega,Abe Dongoro,2019,2019-05-01,NA,NA
Oromia,Horo Gudru Wellega,Abe Dongoro,2019,2019-06-01,NA,NA
Oromia,Horo Gudru Wellega,Abe Dongoro,2019,2019-07-01,7,NA
Oromia,Horo Gudru Wellega,Abe Dongoro,2019,2019-08-01,NA,NA
Oromia,Horo Gudru Wellega,Abe Dongoro,2019,2019-09-01,30,NA
Oromia,Horo Gudru Wellega,Abe Dongoro,2019,2019-10-01,57,NA
Oromia,Horo Gudru Wellega,Abe Dongoro,2019,2019-11-01,83,4
Oromia,Horo Gudru Wellega,Abe Dongoro,2019,2019-12-01,126,67
Oromia,Horo Gudru Wellega,Abe Dongoro,2020,2020-01-01,30,35
Oromia,Horo Gudru Wellega,Abe Dongoro,2020,2020-02-01,47,NA
Oromia,Horo Gudru Wellega,Abe Dongoro,2020,2020-03-01,15,NA
Oromia,Horo Gudru Wellega,Abe Dongoro,2020,2020-04-01,3,NA
Oromia,Horo Gudru Wellega,Abe Dongoro,2020,2020-05-01,39,NA
Oromia,Horo Gudru Wellega,Abe Dongoro,2020,2020-06-01,NA,NA
Oromia,Horo Gudru Wellega,Abe Dongoro,2020,2020-07-01,47,NA
Oromia,Horo Gudru Wellega,Abe Dongoro,2020,2020-08-01,52,NA
Oromia,Horo Gudru Wellega,Abe Dongoro,2020,2020-09-01,10,NA
Oromia,Horo Gudru Wellega,Abe Dongoro,2020,2020-10-01,45,5
Oromia,Horo Gudru Wellega,Abe Dongoro,2020,2020-11-01,50,1
Oromia,Horo Gudru Wellega,Abe Dongoro,2020,2020-12-01,3,NA
Oromia,Horo Gudru Wellega,Abe Dongoro,2021,2021-01-01,19,NA
Oromia,Horo Gudru Wellega,Abe Dongoro,2021,2021-02-01,8,10
Oromia,Horo Gudru Wellega,Abe Dongoro,2021,2021-03-01,17,NA
Oromia,Horo Gudru Wellega,Abe Dongoro,2021,2021-04-01,41,NA
Oromia,Horo Gudru Wellega,Abe Dongoro,2021,2021-05-01,NA,NA
Oromia,Horo Gudru Wellega,Abe Dongoro,2021,2021-06-01,18,NA
Oromia,Horo Gudru Wellega,Abe Dongoro,2021,2021-07-01,6,NA
Oromia,Horo Gudru Wellega,Abe Dongoro,2021,2021-08-01,2,NA
Oromia,Horo Gudru Wellega,Abe Dongoro,2021,2021-09-01,NA,6
Oromia,Horo Gudru Wellega,Abe Dongoro,2021,2021-10-01,107,11
Oromia,Horo Gudru Wellega,Abe Dongoro,2021,2021-11-01,5,NA
Oromia,Horo Gudru Wellega,Abe Dongoro,2021,2021-12-01,22,2
Amhara,Wag Hamra,Abergele,2018,2018-01-01,NA,NA
Amhara,Wag Hamra,Abergele,2018,2018-02-01,NA,NA
